Name;n_estimators;max_depth;min_samples_split;max_features;Weighted accuracy;Precision class 0;Precision class 1;Recall class 0;Recall class 1;F1 class 0;F1 class 1;F-Beta
Random Forest;12;2;0.01831563888873418;0.9;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;2;0.006737946999085467;0.7;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;2;0.0024787521766663585;0.5;0.0005662756631982621;0.8721227621483376;0.0026041666666666665;0.0005769957708409688;0.0005555555555555556;0.0005766142832599911;0.0004578754578754579;0.0006592827004219409
Random Forest;12;2;0.0009118819655545162;0.4;0.00046210864227130626;0.808695652173913;0.002003205128205128;0.000625370831850006;0.0002988464526926065;0.0006248876012576802;0.000260050969990118;0.00036012676462114667
Random Forest;12;2;0.006737946999085467;0.8;0.0005548261381453088;0.8710997442455243;0.0025;0.0005763189429572843;0.0005333333333333334;0.0005759379028690703;0.0004395604395604396;0.0006329113924050633
Random Forest;12;2;0.0024787521766663585;0.6;0.0005548261381453088;0.8710997442455243;0.0025;0.0005763189429572843;0.0005333333333333334;0.0005759379028690703;0.0004395604395604396;0.0006329113924050633
Random Forest;12;2;0.0009118819655545162;0.5;0.0005662756631982621;0.8721227621483376;0.0026041666666666665;0.0005769957708409688;0.0005555555555555556;0.0005766142832599911;0.0004578754578754579;0.0006592827004219409
Random Forest;12;2;0.006737946999085467;0.9;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;2;0.0024787521766663585;0.8;0.0005548261381453088;0.8710997442455243;0.0025;0.0005763189429572843;0.0005333333333333334;0.0005759379028690703;0.0004395604395604396;0.0006329113924050633
Random Forest;12;4;0.36787944117144233;0.4;0.00043633330815288934;0.7703324808184143;0.001705109126984127;0.0006561448224030324;0.0002165217939027463;0.0006555864146475243;0.0001921249720545495;0.0002623244810744811
Random Forest;12;2;0.0024787521766663585;0.7;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;4;0.36787944117144233;0.5;0.0005645995765444225;0.871611253196931;0.002595514950166113;0.0005773288646814324;0.0005518702884074127;0.0005769467126734268;0.00045510399126200336;0.0006550195457832462
Random Forest;12;2;0.0024787521766663585;0.9;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;2;0.0009118819655545162;0.6;0.0005548261381453088;0.8710997442455243;0.0025;0.0005763189429572843;0.0005333333333333334;0.0005759379028690703;0.0004395604395604396;0.0006329113924050633
Random Forest;12;4;0.36787944117144233;0.6;0.000563114392240912;0.8736572890025576;0.002542372881355932;0.0005746631424249438;0.0005515656420568802;0.0005742853963056771;0.00045323639110523574;0.0006539865932748377
Random Forest;12;2;0.0009118819655545162;0.7;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;2;0.0009118819655545162;0.8;0.0005548261381453088;0.8710997442455243;0.0025;0.0005763189429572843;0.0005333333333333334;0.0005759379028690703;0.0004395604395604396;0.0006329113924050633
Random Forest;12;4;0.36787944117144233;0.7;0.000563114392240912;0.8736572890025576;0.002542372881355932;0.0005746631424249438;0.0005515656420568802;0.0005742853963056771;0.00045323639110523574;0.0006539865932748377
Random Forest;12;2;0.0009118819655545162;0.9;0.0005589114696507589;0.8710997442455243;0.002543604651162791;0.0005769900566622531;0.0005408328826392645;0.0005766081289218579;0.00044600191143676337;0.0006419191548675812
Random Forest;12;4;0.36787944117144233;0.8;0.000559743240008972;0.8726342710997442;0.0025252525252525255;0.0005753243196941675;0.0005441621603237766;0.0005749452605604064;0.00044769019838271926;0.0006454319553361087
Random Forest;12;4;0.1353352832366127;0.4;0.0005069300180252724;0.8429667519181586;0.0023372576177285317;0.0005994985747357914;0.0004143614613147535;0.0005990725281260553;0.0003519635000814729;0.0004959697862553913
Random Forest;12;4;0.36787944117144233;0.9;0.000559743240008972;0.8726342710997442;0.0025252525252525255;0.0005753243196941675;0.0005441621603237766;0.0005749452605604064;0.00044769019838271926;0.0006454319553361087
Random Forest;12;4;0.1353352832366127;0.5;0.000500645746935519;0.837851662404092;0.0023101478494623657;0.0006038467025656849;0.0003974447913053532;0.0006034118186198594;0.0003391042714807142;0.0004763191442190445
Random Forest;12;4;0.1353352832366127;0.6;0.0005139612410758952;0.8450127877237852;0.0024004888268156425;0.0005987848147881002;0.0004291376673636903;0.0005983608101196866;0.00036405517752654296;0.0005134735458429182
Random Forest;12;4;0.049787068367863944;0.4;0.00047702953370160615;0.8199488491048593;0.002144607843137255;0.0006176499939699174;0.0003364090734332949;0.0006171850816008772;0.00029079428381522103;0.00040464298927118014
Random Forest;12;4;0.1353352832366127;0.7;0.0004431499286373743;0.7764705882352941;0.0018028846153846155;0.0006527277613544746;0.00023357209592027406;0.0006521795169231562;0.000206782464846981;0.0002828054298642534
Random Forest;12;4;0.049787068367863944;0.5;0.00056634254645429;0.8649616368286445;0.002734375;0.00058581009290858;0.0005468749999999999;0.000585413611506926;0.0004557291666666666;0.0006510416666666666
Random Forest;12;4;0.1353352832366127;0.8;0.0004389627373501898;0.7672634271099744;0.001739501953125;0.0006604877305597546;0.000217437744140625;0.0006599196481836372;0.00019327799479166666;0.0002635609019886364
Random Forest;12;4;0.01831563888873418;0.4;0.0005139612410758952;0.8450127877237852;0.0024004888268156425;0.0005987848147881002;0.0004291376673636903;0.0005983608101196866;0.00036405517752654296;0.0005134735458429182
Random Forest;12;4;0.1353352832366127;0.9;0.0004370328367321183;0.7621483375959079;0.0017061781609195403;0.0006648790790219941;0.00020918659444224249;0.0006642995607597802;0.00018634027696049586;0.0002537067897278127
Random Forest;12;4;0.049787068367863944;0.6;0.00045922334231172197;0.80306905370844;0.001984126984126984;0.0006305008184462853;0.00028794586617715865;0.0006300061917169032;0.00025145371680025143;0.0003473307630856864
Random Forest;12;4;0.049787068367863944;0.7;0.0004540999747168016;0.7969309462915601;0.0019315673289183224;0.0006353074349727364;0.00027289251446086676;0.0006348013760277324;0.0002391108492278001;0.0003294784356363876
Random Forest;12;4;0.01831563888873418;0.5;0.0006124499165045441;0.8782608695652174;0.002976190476190476;0.000577021634110481;0.0006478781988986071;0.0005766427770202647;0.0005320563979781857;0.0007680491551459293
Random Forest;12;4;0.01831563888873418;0.6;0.00046850330028079675;0.8148337595907928;0.0020608513189448443;0.0006207128729537516;0.0003162937276078418;0.0006202403947423239;0.0002742089073024325;0.0003807577494586317
Random Forest;12;4;0.006737946999085467;0.4;0.0005246879671782314;0.8501278772378517;0.0024694683908045977;0.0005952208280015944;0.0004541551063548685;0.0005948043730647385;0.00038360674031916083;0.0005427403056713401
Random Forest;12;4;0.049787068367863944;0.8;0.0004547381130286817;0.7948849104859335;0.0019445960698689956;0.0006377422774293815;0.0002717339486279819;0.0006372310220791937;0.00023841790894945538;0.00032820186833231986
Random Forest;12;4;0.049787068367863944;0.9;0.0004537014825997731;0.7964194373401534;0.0019273127753303965;0.0006357112964305036;0.00027169166876904265;0.0006352042689643357;0.00023812358614120726;0.00032805323835411
Random Forest;12;4;0.006737946999085467;0.5;0.0006165700724448276;0.8792838874680307;0.0029965753424657533;0.0005763565081848324;0.0006567836367048226;0.0005759789631976582;0.0005387101739264275;0.0007783312577833125
Random Forest;12;4;0.01831563888873418;0.8;0.00046341349212905276;0.8051150895140665;0.002033390410958904;0.0006297105771773524;0.0002971164070807531;0.0006292184419368096;0.0002592370245047208;0.0003583066803451813
Random Forest;12;4;0.01831563888873418;0.7;0.00046846633048630093;0.810230179028133;0.00208089953271028;0.0006257701140252702;0.00031116254694733164;0.0006252871820864696;0.000270686118076134;0.000374936852740591
Random Forest;12;4;0.006737946999085467;0.6;0.00047515624008269625;0.8184143222506394;0.0021289537712895377;0.0006187965644414743;0.0003315159157239183;0.0006183290507605641;0.000286848508131643;0.00039886721710342634
Random Forest;12;4;0.0024787521766663585;0.4;0.0005269668721869787;0.851150895140665;0.002483742774566474;0.0005945131155524131;0.00045942062882154436;0.0005940981490129546;0.00038770618920062037;0.0005488934308434197
Random Forest;12;4;0.01831563888873418;0.9;0.0004625198743655639;0.8066496163682865;0.0020161290322580645;0.0006277303983520584;0.0002973093503790694;0.0006272422817777566;0.0002591009198082653;0.00035842293906810036
Random Forest;12;4;0.0024787521766663585;0.5;0.0006167722924547143;0.880306905370844;0.0029736159169550173;0.0005750275652377293;0.0006585170196716993;0.0005746521951814028;0.0005391258319691816;0.0007799648306767258
Random Forest;12;4;0.006737946999085467;0.7;0.00046606065794626346;0.810230179028133;0.0020491803278688526;0.0006249842175702633;0.0003071370983222636;0.0006245024974186047;0.00026710293479349605;0.00037005513821559413
Random Forest;12;4;0.006737946999085467;0.8;0.0004625198743655639;0.8066496163682865;0.0020161290322580645;0.0006277303983520584;0.0002973093503790694;0.0006272422817777566;0.0002591009198082653;0.00035842293906810036
Random Forest;12;4;0.0024787521766663585;0.6;0.00047445563779305273;0.8199488491048593;0.0021114864864864866;0.0006168839165317194;0.0003320273590543861;0.0006164201562853899;0.0002869111149365927;0.0003993355057184844
Random Forest;12;4;0.0009118819655545162;0.4;0.0005269668721869787;0.851150895140665;0.002483742774566474;0.0005945131155524131;0.00045942062882154436;0.0005940981490129546;0.00038770618920062037;0.0005488934308434197
Random Forest;12;4;0.006737946999085467;0.9;0.0004635059514664924;0.8076726342710997;0.002025462962962963;0.0006269433158273607;0.0003000685871056241;0.0006264570382983856;0.00026135005973715645;0.0003616898148148148
Random Forest;12;4;0.0009118819655545162;0.5;0.0006167722924547143;0.880306905370844;0.0029736159169550173;0.0005750275652377293;0.0006585170196716993;0.0005746521951814028;0.0005391258319691816;0.0007799648306767258
Random Forest;12;6;0.36787944117144233;0.4;0.00043633330815288934;0.7703324808184143;0.001705109126984127;0.0006561448224030324;0.0002165217939027463;0.0006555864146475243;0.0001921249720545495;0.0002623244810744811
Random Forest;12;4;0.0024787521766663585;0.7;0.0004676566892340935;0.8117647058823529;0.002063679245283019;0.000623814624463203;0.000311498754004984;0.0006233356114344968;0.00027064645839777296;0.00037521440823327614
Random Forest;12;6;0.36787944117144233;0.5;0.0005645995765444225;0.871611253196931;0.002595514950166113;0.0005773288646814324;0.0005518702884074127;0.0005769467126734268;0.00045510399126200336;0.0006550195457832462
Random Forest;12;4;0.0024787521766663585;0.8;0.0004635059514664924;0.8076726342710997;0.002025462962962963;0.0006269433158273607;0.0003000685871056241;0.0006264570382983856;0.00026135005973715645;0.0003616898148148148
Random Forest;12;4;0.0009118819655545162;0.6;0.00047445563779305273;0.8199488491048593;0.0021114864864864866;0.0006168839165317194;0.0003320273590543861;0.0006164201562853899;0.0002869111149365927;0.0003993355057184844
Random Forest;12;6;0.36787944117144233;0.6;0.000563114392240912;0.8736572890025576;0.002542372881355932;0.0005746631424249438;0.0005515656420568802;0.0005742853963056771;0.00045323639110523574;0.0006539865932748377
Random Forest;12;6;0.36787944117144233;0.7;0.000563114392240912;0.8736572890025576;0.002542372881355932;0.0005746631424249438;0.0005515656420568802;0.0005742853963056771;0.00045323639110523574;0.0006539865932748377
Random Forest;12;4;0.0009118819655545162;0.7;0.0004676566892340935;0.8117647058823529;0.002063679245283019;0.000623814624463203;0.000311498754004984;0.0006233356114344968;0.00027064645839777296;0.00037521440823327614
Random Forest;12;4;0.0024787521766663585;0.9;0.00046451230941585734;0.808695652173913;0.0020348837209302325;0.0006261582045537266;0.0003028664142779881;0.0006256737568444198;0.0002636286602014876;0.00036500156429241845
Random Forest;12;6;0.36787944117144233;0.8;0.000559743240008972;0.8726342710997442;0.0025252525252525255;0.0005753243196941675;0.0005441621603237766;0.0005749452605604064;0.00044769019838271926;0.0006454319553361087
Random Forest;12;6;0.1353352832366127;0.4;0.0005022091724450201;0.8404092071611253;0.002305327868852459;0.0006013009033420693;0.00040311744154797097;0.00060087098864672;0.0003431185665268776;0.000482791176723028
Random Forest;12;6;0.36787944117144233;0.9;0.000559743240008972;0.8726342710997442;0.0025252525252525255;0.0005753243196941675;0.0005441621603237766;0.0005749452605604064;0.00044769019838271926;0.0006454319553361087
Random Forest;12;4;0.0009118819655545162;0.8;0.0004635059514664924;0.8076726342710997;0.002025462962962963;0.0006269433158273607;0.0003000685871056241;0.0006264570382983856;0.00026135005973715645;0.0003616898148148148
Random Forest;12;6;0.1353352832366127;0.5;0.0005051886056757109;0.8404092071611253;0.0023416212534059944;0.0006020290908664528;0.00040834812048496906;0.0006015981346430084;0.0003477117406449737;0.0004891114889620876
Random Forest;12;4;0.0009118819655545162;0.9;0.00046451230941585734;0.808695652173913;0.0020348837209302325;0.0006261582045537266;0.0003028664142779881;0.0006256737568444198;0.0002636286602014876;0.00036500156429241845
Random Forest;12;6;0.1353352832366127;0.6;0.0004910488592000256;0.8301790281329924;0.0022551546391752575;0.0006101134480206273;0.00037198427037942394;0.0006096653939948523;0.00031931393121065595;0.00044656527508420943
Random Forest;12;6;0.049787068367863944;0.4;0.0005607321176056407;0.8654731457800512;0.0026616719242902208;0.0005840919855123095;0.000537372249698972;0.0005836980583760154;0.00044710499515636257;0.0006394407025321852
Random Forest;12;6;0.1353352832366127;0.7;0.0004431499286373743;0.7764705882352941;0.0018028846153846155;0.0006527277613544746;0.00023357209592027406;0.0006521795169231562;0.000206782464846981;0.0002828054298642534
Random Forest;12;6;0.1353352832366127;0.8;0.0004389627373501898;0.7672634271099744;0.001739501953125;0.0006604877305597546;0.000217437744140625;0.0006599196481836372;0.00019327799479166666;0.0002635609019886364
Random Forest;12;6;0.049787068367863944;0.5;0.0005680588689940581;0.8690537084398977;0.0026800161812297733;0.0005810334803871277;0.0005550842576009887;0.0005806452715345405;0.000459841918495189;0.0006596962907642518
Random Forest;12;6;0.01831563888873418;0.4;0.000681364716087849;0.8961636828644501;0.0031862745098039215;0.0005630370061856943;0.0007996924259900039;0.0005626834863637577;0.0006392525662302539;0.0009405976412705304
Random Forest;12;6;0.1353352832366127;0.9;0.0004370328367321183;0.7621483375959079;0.0017061781609195403;0.0006648790790219941;0.00020918659444224249;0.0006642995607597802;0.00018634027696049586;0.0002537067897278127
Random Forest;12;6;0.049787068367863944;0.7;0.0005395829694736431;0.8578005115089514;0.0025414156626506024;0.0005892544859062063;0.00048991145304108;0.0005888499833562974;0.0004107338444687843;0.0005842334856668052
Random Forest;12;6;0.049787068367863944;0.6;0.0006148100614998045;0.8808184143222506;0.0029398954703832754;0.0005740336766423631;0.0006555864463572461;0.0005736598197269019;0.0005360493165371215;0.0007762100251837032
Random Forest;12;6;0.01831563888873418;0.5;0.0007676828093673744;0.909462915601023;0.0034950657894736842;0.0005542945199351183;0.0009810710987996306;0.0005539568972930264;0.0007660418168709446;0.001145923209663503
Random Forest;12;6;0.049787068367863944;0.8;0.0005326810484527371;0.8578005115089514;0.002462121212121212;0.0005878598012213602;0.00047750229568411384;0.0005874572105555938;0.0003999384710044609;0.0005692765808372745
Random Forest;12;6;0.006737946999085467;0.4;0.0007305498325192324;0.9038363171355499;0.0033854166666666668;0.000558321887260687;0.0009027777777777778;0.0005579772110360124;0.0007127192982456141;0.0010579427083333335
Random Forest;12;6;0.049787068367863944;0.9;0.0005266743581213948;0.8567774936061381;0.002407477341389728;0.0005878546079378271;0.0004654941083049625;0.0005874515440155522;0.0003900722780985888;0.0005550380037786115
Random Forest;12;6;0.01831563888873418;0.6;0.0006832141833626739;0.8956521739130435;0.0032222762645914395;0.0005639938105624992;0.0008024345561628487;0.0005636388861259531;0.0006424476041553026;0.0009442567808326561
Random Forest;12;6;0.01831563888873418;0.7;0.0006621299561050899;0.8936061381074168;0.0030767374517374517;0.000563985020661157;0.0007602748915490228;0.0005636292951730167;0.000609632188579557;0.000895050895050895
Random Forest;12;6;0.006737946999085467;0.5;0.0008563410534058967;0.9202046035805627;0.0037347560975609755;0.0005467094714756841;0.0011659726353361094;0.0005463848547828113;0.0008885665064829086;0.0013519479086193577
Random Forest;12;6;0.01831563888873418;0.8;0.0006194733043593236;0.8849104859335039;0.002887228260869565;0.0005694444032996177;0.0006695022054190295;0.0005690781985813177;0.0005434782608695652;0.0007910214413341273
Random Forest;12;6;0.0024787521766663585;0.4;0.0007305498325192324;0.9038363171355499;0.0033854166666666668;0.000558321887260687;0.0009027777777777778;0.0005579772110360124;0.0007127192982456141;0.0010579427083333335
Random Forest;12;6;0.01831563888873418;0.9;0.0006215803228370251;0.8905370843989769;0.002764423076923077;0.000562687272892985;0.0006804733727810651;0.000562331962548239;0.0005460588793922128;0.0008012820512820513
Random Forest;12;6;0.006737946999085467;0.6;0.000716356967182543;0.9033248081841432;0.003268828451882845;0.0005573791187981316;0.0008753348155669543;0.0005570354108609288;0.0006904456135990167;0.0010255148084338337
Random Forest;12;6;0.006737946999085467;0.7;0.0007026894466513869;0.9012787723785166;0.0032150205761316874;0.0005586245028812596;0.0008467543904215144;0.0005582784744993158;0.0006702323025160521;0.000993056548612104
Random Forest;12;6;0.0024787521766663585;0.5;0.0008116398918786541;0.9171355498721228;0.003513755980861244;0.0005472970910533866;0.0010759826927039216;0.0005469706884112682;0.000823737665842929;0.0012493354598617757
Random Forest;12;6;0.006737946999085467;0.8;0.0007231910946064023;0.9058823529411765;0.003232758620689655;0.0005545867076432445;0.0008917954815695601;0.0005542473940044892;0.0006989748369058714;0.0010428253615127922
Random Forest;12;6;0.0009118819655545162;0.4;0.0007554859677212011;0.907928388746803;0.0034496753246753245;0.0005552177329349528;0.0009557542025074492;0.0005548784128539225;0.0007484041382346468;0.0011173037488826964
Random Forest;12;8;0.36787944117144233;0.4;0.00043633330815288934;0.7703324808184143;0.001705109126984127;0.0006561448224030324;0.0002165217939027463;0.0006555864146475243;0.0001921249720545495;0.0002623244810744811
Random Forest;12;6;0.0024787521766663585;0.7;0.0007094339183082734;0.90230179028133;0.003241701244813278;0.000558001116002232;0.0008608667206143146;0.0005576562504445602;0.0006802258349772125;0.0010090898816539388
Random Forest;12;6;0.0024787521766663585;0.6;0.0007402803739759031;0.9074168797953964;0.003328804347826087;0.000554284755513243;0.0009262759924385632;0.0005539463839853914;0.0007246376811594202;0.0010825379992930363
Random Forest;12;6;0.006737946999085467;0.9;0.0006143382169072676;0.889002557544757;0.002732889733840304;0.0005636386278610011;0.0006650378059535341;0.0005632815004159792;0.000534877501424402;0.0007836242964416643
Random Forest;12;6;0.0009118819655545162;0.5;0.0007645050533534811;0.9104859335038363;0.00341796875;0.0005524476067069622;0.0009765625;0.0005521126061576064;0.0007595486111111111;0.0011393229166666667
Random Forest;12;8;0.36787944117144233;0.5;0.0005645995765444225;0.871611253196931;0.002595514950166113;0.0005773288646814324;0.0005518702884074127;0.0005769467126734268;0.00045510399126200336;0.0006550195457832462
Random Forest;12;6;0.0024787521766663585;0.8;0.000719525715564869;0.9053708439897699;0.003218884120171674;0.0005548944195804371;0.000884157011549301;0.000554554537619006;0.0006936315949191487;0.0010341796370029474
Random Forest;12;8;0.36787944117144233;0.6;0.000563114392240912;0.8736572890025576;0.002542372881355932;0.0005746631424249438;0.0005515656420568802;0.0005742853963056771;0.00045323639110523574;0.0006539865932748377
Random Forest;12;6;0.0009118819655545162;0.6;0.0007364328905178826;0.9069053708439898;0.0033143939393939395;0.0005545921354893924;0.0009182736455463728;0.0005542531977408477;0.000719054956343092;0.0010734879155931787
Random Forest;12;8;0.36787944117144233;0.7;0.000563114392240912;0.8736572890025576;0.002542372881355932;0.0005746631424249438;0.0005515656420568802;0.0005742853963056771;0.00045323639110523574;0.0006539865932748377
Random Forest;12;6;0.0024787521766663585;0.9;0.0006449997593232575;0.8951406649616368;0.002863545816733068;0.000559852378124936;0.0007301471405215791;0.0005595024456651189;0.0005817997849870359;0.0008579912559499829
Random Forest;12;8;0.1353352832366127;0.4;0.0005022091724450201;0.8404092071611253;0.002305327868852459;0.0006013009033420693;0.00040311744154797097;0.00060087098864672;0.0003431185665268776;0.000482791176723028
Random Forest;12;6;0.0009118819655545162;0.7;0.0007006670875204968;0.9017902813299232;0.0031768672199170124;0.0005576847888389654;0.0008436493862020282;0.0005573401187833104;0.0006666213182776683;0.0009889080840208599
Random Forest;12;8;0.36787944117144233;0.8;0.000559743240008972;0.8726342710997442;0.0025252525252525255;0.0005753243196941675;0.0005441621603237766;0.0005749452605604064;0.00044769019838271926;0.0006454319553361087
Random Forest;12;8;0.36787944117144233;0.9;0.000559743240008972;0.8726342710997442;0.0025252525252525255;0.0005753243196941675;0.0005441621603237766;0.0005749452605604064;0.00044769019838271926;0.0006454319553361087
Random Forest;12;8;0.1353352832366127;0.5;0.0005061247300589365;0.8409207161125319;0.00234801912568306;0.0006016668807634582;0.00041058257935441486;0.0006012367044036565;0.00034947261405515317;0.0004917317540697508
Random Forest;12;6;0.0009118819655545162;0.8;0.000719525715564869;0.9053708439897699;0.003218884120171674;0.0005548944195804371;0.000884157011549301;0.000554554537619006;0.0006936315949191487;0.0010341796370029474
Random Forest;12;8;0.1353352832366127;0.6;0.0004851061529223802;0.8260869565217391;0.0022095959595959595;0.0006131058881322821;0.0003571064177124783;0.0006126511901745165;0.00030742204655248134;0.00042904775914484654
Random Forest;12;6;0.0009118819655545162;0.9;0.0006449997593232575;0.8951406649616368;0.002863545816733068;0.000559852378124936;0.0007301471405215791;0.0005595024456651189;0.0005817997849870359;0.0008579912559499829
Random Forest;12;8;0.1353352832366127;0.7;0.0004431499286373743;0.7764705882352941;0.0018028846153846155;0.0006527277613544746;0.00023357209592027406;0.0006521795169231562;0.000206782464846981;0.0002828054298642534
Random Forest;12;8;0.049787068367863944;0.4;0.0005622648772369782;0.8659846547314578;0.0026700949367088607;0.0005837510331151997;0.0005407787213587566;0.0005833577978363732;0.0004497001998667555;0.0006433963702912917
